userNo,registerDays,firstOrderDays,avgReleaseTimeOfLatest30day,avgPayTimeOfLatest30day,finishRateLatest30day,completedOrderNumOfLatest30day,completedBuyOrderNumOfLatest30day,completedSellOrderNumOfLatest30day,completedOrderTotalBtcAmountOfLatest30day,completedOrderNum,completedBuyOrderNum,completedSellOrderNum,completedBuyOrderTotalBtcAmount,completedSellOrderTotalBtcAmount,completedOrderTotalBtcAmount,counterpartyCount
s0005f8111e1739a7a206c9e11ec1f117,575,480,0.0,0.0,0.0,0,0,0,0,6,2,4,0,0,0,6
s0d758369655438b0966770ae76c47b41,258,255,0.0,105.0,1.0,1,1,0,0,6,3,3,0,0,0,6
s5e33ef215e643de08addd09f88943184,1617,1606,0.0,108.75,0.8,4,4,0,0,74,49,25,0,0,0,64
s8e6f4c7f05f8357bb7d330472b53dc9b,1259,1251,0.0,351.0,0.5,1,1,0,0,1,1,0,0,0,0,1
s394905c1b971308eaa486c197a7ee42d,772,427,35.0,0.0,0.667,2,0,2,0,3,1,2,0,0,0,3
se0a1413dc7e2310ba709ea23865ecb5b,1210,6,59.0,95.9,0.786,11,10,1,0,11,10,1,0,0,0,7
se1597fced7983700a65f3b0311474ede,72,68,0.0,118.78,0.5,9,9,0,0,16,16,0,0,0,0,11
sef139459c93439fabf5ac51f9b558cff,1691,1691,0.0,180.83,0.948,18,18,0,0,176,157,19,0,0,0,136
sbd9b2362cc8d3c47b1545effe05fd8ee,1265,474,0.0,75.41,0.865,32,32,0,0,196,196,0,0,0,0,53
s738baccf02af349b8b9b5e6b6faa15c2,127,117,0.0,131.5,0.667,4,4,0,0,7,7,0,0,0,0,7
s12b07b8cc94c36d7a861e4cf49897686,1592,1085,0.0,148.64,0.882,104,104,0,0,476,476,0,0,0,0,81
s8091b709b6ae332298bcf0b9bf5a0c69,315,5,0.0,38.67,0.334,3,3,0,0,3,3,0,0,0,0,1
sd91ad977826939208e7683ae02c62b45,1584,1543,529.89,113.35,0.839,27,18,9,0,358,232,126,0,0,0,250
s3eb19ff07942324d89a6cee001e4a4c7,503,503,47.77,88.91,0.75,36,23,13,0,75,59,16,0,0,0,52
s3216d8e0c2b13d3d8c643de922b9d802,1585,1580,57.67,119.5,0.643,9,6,3,0,128,56,72,0,0,0,108
sd079f361986333d996b633c992d092b6,59,59,6668.64,85.23,0.9,45,31,14,0,130,87,43,0,0,0,58
s1e506b6a452a325aa55104adf3632edc,1619,1606,55.63,45.68,1.0,27,19,8,0,1349,1141,208,0,0,0,587
s89ac1471a5793c51b47070eabed0f936,377,337,0.0,122.03,0.825,33,33,0,0,135,134,1,0,0,0,85
sa0703c2485c439fa9e9ded73b6fa5dd0,84,73,46.22,87.0,0.895,17,8,9,0,17,8,9,0,0,0,16
s24d9ef0dd46436d4a79c6d8d57d56e3f,567,39,80.33,136.67,1.0,6,3,3,0,10,3,7,0,0,0,9
s8b8437c0edb434f08b4bf88cc65d373f,1132,1024,65.93,68.28,0.971,33,18,15,0,334,179,155,0,0,0,298
sf1e345c4ec293920af096ec750cce5ab,466,406,728.0,145.91,0.894,67,57,10,0,351,277,74,0,0,0,212
s7364a25aa95f30f089fdad14288384ad,144,143,452.22,102.65,0.951,77,40,37,0,154,84,70,0,0,0,79
sb97666497bdc39b88af99ce5e4264fa6,364,363,58.63,54.35,0.981,205,170,35,0,610,507,103,0,0,0,205
s294767af720b30c687b5176e56a91500,998,722,0.0,293.57,0.584,7,7,0,0,14,12,2,0,0,0,13
s8dad389106193c4fa29b25b69cc7275f,179,48,0.0,118.5,0.5,2,2,0,0,2,2,0,0,0,0,2
sdbb987c70aa1388d9a8c579c7fc0c4c2,479,197,0.0,0.0,0.0,0,0,0,0,11,11,0,0,0,0,10
s718d5eec8b973baaacc28a6177d4a0d9,124,5,0.0,300.5,0.4,2,2,0,0,2,2,0,0,0,0,2
sd9132bed18c83670bee27b9d76440fdf,1185,169,54.5,157.86,0.75,9,7,2,0,27,13,14,0,0,0,25
s55026159ee823fdbb5a6aaad3351efde,315,314,0.0,250.0,0.5,1,1,0,0,1,1,0,0,0,0,1
sec440130082934338ca44d4e072752b8,129,127,0.0,59.58,0.95,38,38,0,0,170,170,0,0,0,0,53
s81ed0be0516e3b04a0a17949642a5eac,536,473,132.33,163.44,0.94,31,25,6,0,52,38,14,0,0,0,38
s631cf0b7105539fc913fff9fc323ed76,56,55,0.0,94.32,0.873,41,41,0,0,142,142,0,0,0,0,33
s269fb2c7fdad39af8756ef8bb7d4718e,397,201,0.0,109.59,0.88,22,22,0,0,59,58,1,0,0,0,36
s634c8ca49573336296c0dcfceb01d152,261,210,66.0,185.5,1.0,5,2,3,0,19,10,9,0,0,0,17
sb3e59b243dc538a4a5fad62f1017f760,1382,1382,0.0,116.0,0.25,1,1,0,0,11,11,0,0,0,0,10
sd38f92c8c16c3b2f9eb35fc00063fdad,942,930,0.0,259.0,0.5,1,1,0,0,25,19,6,0,0,0,22
sb9d170f158ed307288756de09078095f,128,54,0.0,0.0,0.0,0,0,0,0,5,5,0,0,0,0,4
se6c7923ecd2037ff985dce4bc1a13560,404,404,0.0,325.0,0.334,1,1,0,0,5,4,1,0,0,0,5
sd0822e849b0a373c8757fc012aa622ec,667,251,17.0,158.2,0.924,12,10,2,0,110,100,10,0,0,0,100
s49ad1bbdddd53416824db8552ab7ac54,190,42,85.0,254.25,0.546,6,4,2,0,6,4,2,0,0,0,5
sca46d7420c0237e8835aadd91799823e,393,393,0.0,82.53,0.888,55,55,0,0,237,227,10,0,0,0,108
s727b91082df5323289247a1c9e8c68b7,167,166,0.0,64.0,0.5,2,2,0,0,6,6,0,0,0,0,5
sf5f9c823325e330298de17dd3028b064,400,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
sc27ad158971d3031a09ccb58759ad96a,63,63,209.17,57.55,0.904,28,22,6,0,45,39,6,0,0,0,22
se10f112ca39b3038b1c2828055cad8a6,462,462,61.0,178.88,0.9,9,8,1,0,30,22,8,0,0,0,27
s7cf4a3c10ea13e64b78f7ee6c104f8e2,58,58,117.5,115.82,0.914,21,11,10,0,45,29,16,0,0,0,31
s6b02dc74013f37ce890b1df31dfd0709,226,226,241.0,122.26,0.804,45,43,2,0,291,279,12,0,0,0,116
sc7556f12f0ec3fc9bc0169ef0419b70f,222,219,0.0,409.5,0.572,4,4,0,0,7,7,0,0,0,0,6
s10d6080cb5673d2280af5d5abb409c98,74,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s345bac7ef821355ca40e7fec2fdc5e95,487,8,0.0,571.0,0.5,2,2,0,0,2,2,0,0,0,0,2
sb4efa55b4b9b3086947ad0d38d786a0e,1653,1647,121.0,221.44,0.75,12,9,3,0,122,79,43,0,0,0,113
s9bb58913f6f0340b9f87653049627c10,469,466,55.75,72.25,0.977,84,72,12,0,210,184,26,0,0,0,101
sad4b30c0e8313500bdccd4535f002b01,140,140,336.0,146.0,1.0,7,6,1,0,13,12,1,0,0,0,8
s4bb21f3b5609339c86117e2ad36e7c9f,171,4,0.0,50.0,1.0,7,7,0,0,7,7,0,0,0,0,4
s671109196e723109a4c39280a8cd69d8,796,694,0.0,85.5,0.8,20,20,0,0,21,20,1,0,0,0,9
sf684c1b85ba03325bceb76c4f51cf8b0,1213,289,41.86,61.39,1.0,51,44,7,0,97,81,16,0,0,0,50
s884941fb8504357da895dc7e4b4a2e03,548,428,0.0,247.47,0.81,34,34,0,0,68,68,0,0,0,0,35
sb1e945b55ce13d7e94123d49c9cd9f26,538,474,714.5,151.0,0.75,3,1,2,0,8,3,5,0,0,0,8
s23aa822827b837d8ae2eac11a8438554,1556,1154,0.0,258.38,0.667,8,8,0,0,208,193,15,0,0,0,169
s86165bad47bb3822b7544771282ca2a3,201,26,0.0,344.5,0.5,2,2,0,0,2,2,0,0,0,0,2
s53c2164551653bb8b81a9cae3dfb6191,171,171,0.0,269.54,0.723,13,13,0,0,35,35,0,0,0,0,23
sfc52a130339d31f9a78799bd2a4bd513,1538,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s6bc1a3522c003544a659ec3a434bb774,401,288,66.0,73.93,1.0,16,15,1,0,120,111,9,0,0,0,77
sfa54732d7ee73542bcc621f1b0db73a5,369,368,56.7,55.56,0.877,71,61,10,0,114,89,25,0,0,0,54
s982725033aff3969a84e0d2baa285afc,1609,782,98.4,170.0,0.858,18,13,5,0,231,187,44,0,0,0,193
s195007456606325ab71dca631dd49266,1579,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s86ea037d52c03bcbbb044f827fcbdbf0,1748,507,0.0,46.38,0.972,34,34,0,0,97,97,0,0,0,0,36
s8b9b0c88a04838449acf89c0f74e4928,1711,4,48.5,76.11,1.0,13,9,4,0,13,9,4,0,0,0,9
sa40ab2c9c80430ebbe287394c000c50e,76,76,0.0,203.44,0.762,16,16,0,0,21,21,0,0,0,0,20
sf60127838a523d2aa7d9f6a66a0b927a,825,815,60.94,116.08,0.977,41,25,16,0,350,281,69,0,0,0,173
s7aa376d0f55333a8813a41196e4d65ff,71,71,0.0,107.37,0.73,35,35,0,0,72,72,0,0,0,0,22
s2f775210e1f53b5aa903feac6c97d5ba,100,100,0.0,164.69,0.696,16,16,0,0,20,20,0,0,0,0,12
s9c0cfe263f9730b8bc97778c7278c60b,227,227,435.59,97.9,0.818,67,50,17,0,196,131,65,0,0,0,119
s1aeda20bb24b364ba6003d34e8d816c2,1263,1249,0.0,98.27,0.828,67,67,0,0,666,591,75,0,0,0,230
s85dd1cf11dcf389fb32e61975faf8172,62,61,2708.5,124.37,0.919,34,30,4,0,65,59,6,0,0,0,26
sa64ab42094bb35fb8c337749cd1e46e4,268,196,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s0fb323b205f131e6a4e56c0f771aef06,259,256,0.0,78.26,0.964,53,53,0,0,98,98,0,0,0,0,35
s256138512f9f3504adae93cee5377c34,272,59,123.43,121.33,0.845,49,42,7,0,67,55,12,0,0,0,40
saecaeeb1daec300192c2f62a78eb65a8,58,58,37.0,60.27,0.705,31,30,1,0,62,61,1,0,0,0,15
s2db7adb3551b37cca93e5370e4463f3e,506,12,0.0,191.0,0.429,3,3,0,0,3,3,0,0,0,0,3
s718b6247fa7a351596c98954c022c34e,175,138,0.0,163.51,0.778,91,91,0,0,364,364,0,0,0,0,209
sc95f0ac52d6d3a0d85421368da839adc,546,4,0.0,73.0,0.5,1,1,0,0,1,1,0,0,0,0,1
s107cdd1c65173a4c90d561d40271332a,566,500,0.0,165.0,0.334,1,1,0,0,5,4,1,0,0,0,5
sef1e5cefced83ab5a3c87b4c68e1c6f6,411,386,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s3da7785c19d4345bbcb53c8cd01a9697,51,4,27.0,79.0,0.834,5,4,1,0,5,4,1,0,0,0,5
sce45ac374bec3b80a892a43b1b993fef,292,284,33.7,70.73,1.0,47,37,10,0,106,79,27,0,0,0,49
s4a379bd444613ba09bbfdb61bbd698e5,139,4,0.0,55.0,0.667,2,2,0,0,2,2,0,0,0,0,1
sf2c9560ad5153b2b988a301b83af7394,200,200,127.73,94.64,0.911,61,28,33,0,133,67,66,0,0,0,73
s7c28e9374eb33ae195fc7b4af327d4af,757,756,0.0,180.33,0.75,3,3,0,0,11,11,0,0,0,0,9
se82ca7f51de3384c9c278966bae29f3e,1694,4,0.0,35.0,0.5,1,1,0,0,1,1,0,0,0,0,1
sa6ea64a133b138528fecfd2a94e8edb9,590,4,8431.5,97.0,1.0,5,3,2,0,5,3,2,0,0,0,5
sc256ae9b852b354fb6e8e6eafa7838fb,1959,1597,0.0,0.0,0.0,0,0,0,0,9,4,5,0,0,0,7
sf845da3c27443e28ad374e03e1828c35,325,325,57.22,103.71,0.926,50,41,9,0,170,140,30,0,0,0,85
sb6566bc4fa653660a8aff230495af37c,1218,1039,300.2,163.76,1.0,27,17,10,0,66,42,24,0,0,0,56
s1c9fb37369cd3f42963b39daa8cc661f,212,212,197.83,141.91,1.0,17,11,6,0,105,84,21,0,0,0,72
s4b6c08ec633230fea7aa7ec132d5d104,1502,326,46.67,150.7,0.858,72,63,9,0,94,79,15,0,0,0,49
s63d513185aa93fd18822e041825e955e,303,303,34.5,161.8,0.389,7,5,2,0,10,5,5,0,0,0,10
sc4fc93d0f29236d1be30fbc95aa93ae3,1007,166,0.0,668.0,0.143,1,1,0,0,1,1,0,0,0,0,1
sd92ca9c5a47936f79a1963321b3f1621,144,58,69.0,94.89,0.953,40,38,2,0,70,65,5,0,0,0,39
s70a2348ef6b439c1a87ed872a64437ca,332,258,41.0,138.8,0.8,8,5,3,0,11,7,4,0,0,0,11
s89dda9f641e839199fb3a2f4f60f72fb,79,79,12710.0,58.38,1.0,11,8,3,0,38,30,8,0,0,0,18
s485165a070fc3ed998fe9790ccd0299b,53,53,48.21,58.33,0.762,32,18,14,0,58,32,26,0,0,0,29
s655fe49af7b33f1a97f314e2687ae953,1305,325,125.18,151.57,0.894,67,56,11,0,128,101,27,0,0,0,84
s79a4c80e558f360ab1cf590ccee1ace3,1485,323,0.0,110.0,1.0,1,1,0,0,3,3,0,0,0,0,3
s67f3da7cfb5a3f3281b5cc964c1539fd,1198,398,43.0,46.83,0.956,43,35,8,0,552,410,142,0,0,0,179
s51c53b3e81863152b8d0c1bc8122151b,1076,514,0.0,84.5,0.667,2,2,0,0,3,3,0,0,0,0,2
se69c410af3b83fdb9672411e3818f3c3,1019,509,0.0,91.11,0.858,18,18,0,0,87,83,4,0,0,0,48
s9c94144d1a0030e3976940f711ba7701,1417,31,0.0,136.31,0.929,13,13,0,0,14,14,0,0,0,0,10
s909824d9ceac3d1f8635e44af1aa3373,184,158,184.8,57.26,0.963,52,42,10,0,101,85,16,0,0,0,27
s893732eb6e513980b6964d657dfdf69a,676,676,0.0,206.75,0.5,4,4,0,0,27,26,1,0,0,0,17
s89e742b64cd33998b868ce4b7f368eb4,293,266,0.0,114.17,0.924,24,24,0,0,124,124,0,0,0,0,82
s25ddbd54b6db329ea7718e57d2bb4bfc,1114,42,23.5,345.25,0.667,6,4,2,0,9,7,2,0,0,0,9
s7a13ea5256f833fa946666eb5bd53454,1798,294,141.5,239.75,0.858,6,4,2,0,19,14,5,0,0,0,18
s6db2ba9648c534bc84e9638da2659cb8,1215,1209,0.0,76.71,1.0,7,7,0,0,27,27,0,0,0,0,24
s54e839a37d323b79b8bd89f3cdf7ea75,1221,1220,0.0,145.0,0.334,2,2,0,0,8,7,1,0,0,0,8
s2021538c61c03e8e98f7f242ee9d545f,219,218,134.0,99.33,0.75,21,18,3,0,58,49,9,0,0,0,43
s6e42454f4ff5319187a62083df2c2655,956,20,0.0,237.25,0.572,8,8,0,0,8,8,0,0,0,0,6
s84fd04678cff39bd8dd42539bb458021,2945,1243,0.0,0.0,0.0,0,0,0,0,40,34,6,0,0,0,35
s6f6f19f6cc763942ac634a3781b46273,1740,1235,0.0,292.5,0.4,2,2,0,0,35,27,8,0,0,0,33
s5a78aae7196c32de85bcd5e5193ce89e,62,62,33.67,91.44,0.75,12,9,3,0,23,18,5,0,0,0,17
se44f5cec43a733208dc294ee3c4dfeb7,95,95,47.25,106.19,0.85,34,26,8,0,61,44,17,0,0,0,31
s8f635b27883136e39b51a7d01ebcc17f,1573,956,0.0,166.5,0.5,2,2,0,0,20,20,0,0,0,0,18
s04d457d899213a908b499cc67231d876,100,100,0.0,342.8,0.653,15,15,0,0,26,26,0,0,0,0,21
s053b08fb79f83f88aee0b300dc7ec70d,156,156,0.0,362.17,0.492,30,30,0,0,148,148,0,0,0,0,87
s459f81ff01633f85a2c039593d804b2f,1737,899,49.5,163.5,0.858,6,2,4,0,128,3,125,0,0,0,127
sdb158c950fc63b2f8e6020df3da685f7,1555,263,0.0,87.56,0.9,9,9,0,0,13,13,0,0,0,0,9
s21c3e70ad55f3c82b75802f00533cff0,249,38,0.0,78.56,0.53,9,9,0,0,10,10,0,0,0,0,9
s387d97e09a783bd49b3a0e831935b59d,487,246,31.0,123.75,0.917,11,8,3,0,34,19,15,0,0,0,27
sc94b8615c61b3f0a8a6eedfa86db3c66,540,355,154.0,106.0,1.0,3,2,1,0,6,4,2,0,0,0,6
s97e22e6b1ab7311ea761e3903ce11cb4,1388,185,0.0,148.0,1.0,1,1,0,0,1,1,0,0,0,0,1
s30e1a7baa1cd304996eaa576ac291f76,1470,263,0.0,103.5,0.5,2,2,0,0,11,5,6,0,0,0,11
s842a5875e1653a00ab02e640260a8f3b,52,52,80.0,48.82,0.895,51,50,1,0,54,53,1,0,0,0,17
saa475fac16f33920830ff81b9597c3da,504,434,0.0,309.5,1.0,2,2,0,0,6,5,1,0,0,0,6
s79eb04a724ad3949bd8c2489f3c9031e,237,94,0.0,350.0,0.5,1,1,0,0,3,2,1,0,0,0,3
sc81ad3cbd12339ec99d19aafe1b04f0b,1446,1430,64.67,126.67,0.808,21,12,9,0,208,43,165,0,0,0,163
s38f6ba5ea1233503a37088033557af6e,1322,5,68.0,91.0,1.0,2,1,1,0,2,1,1,0,0,0,2
sd2105a0dd6cf3933bf365bd61684f95f,59,59,0.0,73.1,0.834,10,10,0,0,11,11,0,0,0,0,5
s052709949e5032659272857a2d95e4b8,1503,1501,129.5,110.0,1.0,6,4,2,0,17,11,6,0,0,0,16
sd5e4bd8739e33662a0403f329060caeb,409,383,247.5,648.0,0.5,5,3,2,0,6,4,2,0,0,0,6
s3fab342f699c38b88920338890b00b49,787,370,0.0,134.5,0.667,2,2,0,0,4,4,0,0,0,0,4
s89a0bfc4174c3b0d8fa96138be478d3d,500,59,406.25,106.98,0.844,54,42,12,0,115,84,31,0,0,0,93
se3e85e4b773e3051a02c47bc36cd6300,765,179,0.0,108.0,0.334,1,1,0,0,3,3,0,0,0,0,3
sd4feffec67fc3a1c9b16d05d090ae79d,332,145,0.0,188.11,0.819,9,9,0,0,13,13,0,0,0,0,8
sb7a698135bb5319e83eace38c64315ed,65,18,0.0,224.67,0.429,3,3,0,0,3,3,0,0,0,0,2
s0e217ddc1f9b37929ab622fbcf83f52b,486,484,30.43,120.11,0.728,16,9,7,0,19,11,8,0,0,0,19
s9557022fb5103cb8961612bde4912fc8,82,30,0.0,95.25,0.5,4,4,0,0,6,6,0,0,0,0,6
s4e1dbc981ab93f8da5094482b92fbca4,1698,1529,303.75,86.82,0.954,61,57,4,0,265,249,16,0,0,0,107
s6e31689f8a9c3c8d8752ae7460218709,1091,1091,80.0,164.44,0.966,28,16,12,0,132,75,57,0,0,0,79
sb5e38335c31c3911a2b832f3c282f3af,282,54,0.0,100.4,1.0,5,5,0,0,14,14,0,0,0,0,8
s21fef1e56acd3578a3901ff95fef2004,126,117,155.71,92.36,0.884,53,36,17,0,117,95,22,0,0,0,47
sd353117e45c13715bbed628de7d186b0,1528,1353,31.67,108.1,0.924,24,21,3,0,386,282,104,0,0,0,336
s75f05a6f78fc3528ad28108069d3f55e,1531,1501,0.0,163.0,1.0,3,3,0,0,12,12,0,0,0,0,10
sa939d875bd4a34deb448e4d0a8ad9cd1,246,5,0.0,69.29,0.7,7,7,0,0,7,7,0,0,0,0,3
sf622d66a7e1934e788189fbb9116425a,1537,1408,0.0,108.75,0.8,4,4,0,0,35,30,5,0,0,0,34
sc0aad62a3e113ff691d9d2730fb2078e,128,127,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s3a4319f5d1a43bf1baacb200b77a4a84,1063,66,0.0,165.0,1.0,1,1,0,0,4,4,0,0,0,0,4
s83faaecb997b378d8879eb61256a1a46,1687,521,61.67,185.89,0.8,12,9,3,0,67,41,26,0,0,0,63
sa4fea8d0a3003419ad4f954f42d414e2,1432,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s69d93f6d04f63db3945ad80fecfcc5c3,78,78,26.9,71.0,1.0,14,4,10,0,24,8,16,0,0,0,18
s0dac29aa386b3d95a0b8bf4b29ac1804,1843,1841,88.0,53.43,0.929,13,7,6,0,551,298,253,0,0,0,422
s0c45d64853e535bcb7395a5ca5bab602,775,756,0.0,67.75,0.942,16,16,0,0,243,176,67,0,0,0,129
sd549b5ea2f703afc9caf9050e12f200c,947,914,259.3,49.13,0.914,105,32,73,0,770,264,506,0,0,0,264
se9fac2a76400353daeb9b85b59a20851,2072,2061,0.0,116.67,0.5,3,3,0,0,5,3,2,0,0,0,5
s81b1cf137ab733c7a8a1ee3ea439e25a,1839,1463,0.0,0.0,0.0,0,0,0,0,82,62,20,0,0,0,78
sf32a3645895737f6bf6712c408c30948,1622,6,0.0,290.0,0.5,1,1,0,0,1,1,0,0,0,0,1
s902924314ecc3a25a8dfe2e02bbe2e3f,333,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
sc33da4901c143a97bf1e9bd9159be58f,1686,4,0.0,111.5,1.0,2,2,0,0,2,2,0,0,0,0,2
s5af1d7b4002c3fc4838a66a021b9f473,56,56,46.33,101.54,0.942,16,13,3,0,18,15,3,0,0,0,10
s0d5795b7d70f3be79d2fb2a557d3b99c,2949,1707,0.0,59.54,0.946,52,52,0,0,271,271,0,0,0,0,162
sab75d3bd9685372ca811d7189b09afaa,791,531,0.0,112.15,0.723,13,13,0,0,37,37,0,0,0,0,25
s10993cee96a93b4c8af3c582c7a60088,1604,1042,160.0,143.0,0.667,4,3,1,0,5,4,1,0,0,0,3
sa47834dcb3ee3a3886e59571d436c9a4,1810,310,187.0,98.35,0.693,18,17,1,0,23,22,1,0,0,0,18
sbd53a8b388e834f39a31fe45836ad7a3,103,52,0.0,186.83,0.6,6,6,0,0,16,16,0,0,0,0,13
sb19356616b523a6887b0f8c01d5a8276,306,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s8fa2d699fdcf3bd69cfe042f1232dbaf,1516,53,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1
s3364019386eb3272ad20c66837f838c6,1519,324,0.0,252.0,1.0,1,1,0,0,18,9,9,0,0,0,17
sbdd9e74f777331bdaaa1fd9ad5e2093a,281,279,0.0,36.86,0.991,204,204,0,0,997,997,0,0,0,0,94
s9c49ddeca74d3ed484af56e9fcadc6b6,114,65,24.0,254.33,0.572,4,3,1,0,4,3,1,0,0,0,4
s06ff6c287878302ea0b8e0ae7c084aa0,1341,1320,0.0,0.0,0.0,0,0,0,0,3,2,1,0,0,0,3
s7a06a5fee8e3351bb4b8a7bb08e0a75a,1037,407,0.0,0.0,0.0,0,0,0,0,2,0,2,0,0,0,2
sb6c480d2d2563f639721bdc4872fedbb,486,483,0.0,134.67,0.75,6,6,0,0,9,9,0,0,0,0,8
se48e10c43d98331087e483cca2c6e04f,275,275,0.0,88.86,0.778,14,14,0,0,73,73,0,0,0,0,60
s3b4f1015c6b13a21acf801abcf26d1e5,257,128,3372.0,195.5,0.334,5,4,1,0,15,12,3,0,0,0,12
s72089e763ff6353fadeb1d613fbeb83f,766,666,0.0,277.0,0.334,1,1,0,0,1,1,0,0,0,0,1
s3e05863444243411a40605114418f59b,85,60,0.0,83.13,0.656,38,38,0,0,42,42,0,0,0,0,34
s881c016a10613e22a0387eb54fe1b5bd,212,4,0.0,82.5,0.5,2,2,0,0,2,2,0,0,0,0,2
s4f394c05ba3b36e6ac3bb31cb4f3fb92,560,16,0.0,74.75,0.5,4,4,0,0,4,4,0,0,0,0,4
sf81859c9dfd537c2abb9871ebb13f645,502,487,136.21,43.65,0.981,50,31,19,0,119,39,80,0,0,0,91
s8102a5fea5cd3213ad1e13da65aad10e,115,115,59.5,73.56,0.954,41,39,2,0,181,160,21,0,0,0,55
s45b18eacb91c3caca49b7cc9772ec13d,1564,4,0.0,230.0,0.2,1,1,0,0,1,1,0,0,0,0,1
s1fc2539b80ac3495a69af8ca4819dc91,1501,1126,0.0,238.33,0.682,15,15,0,0,110,96,14,0,0,0,86
s091a9df72646396385935a06221392b7,1831,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s0fab4c9c02d133d5bef547ed4236e0f1,138,138,60.5,73.17,1.0,26,24,2,0,162,147,15,0,0,0,56
scd1745c9e5ac320daee922ddc0bdda44,736,736,0.0,252.0,1.0,1,1,0,0,31,16,15,0,0,0,31
s323e93f0ba71315590b5685db2d8b904,383,366,0.0,178.0,1.0,1,1,0,0,1,1,0,0,0,0,1
s1eee371efea83d6dbf6b92ef62a5ca5d,779,675,0.0,89.0,0.5,2,2,0,0,3,3,0,0,0,0,3
s09de8b8e14d3301cbc8c944a67bb188f,49,7,0.0,147.0,0.334,1,1,0,0,1,1,0,0,0,0,1
s1c01f6e659db38219cd20807579bfc01,370,370,0.0,197.5,0.8,32,32,0,0,399,399,0,0,0,0,247
s1a16691bdb4b3235b91e3a2dcf9552be,949,939,584.73,192.57,0.621,18,7,11,0,21,10,11,0,0,0,12
se284b066376c3c10827f4fa81c867e63,745,162,0.0,796.5,0.667,2,2,0,0,4,4,0,0,0,0,4
sdddc25b023d032e2801a0cb8e7760f2a,465,454,0.0,260.25,0.4,4,4,0,0,76,4,72,0,0,0,64
s70247d39e4d6349fabb774f559b27f78,79,79,79.29,142.05,0.813,26,19,7,0,32,25,7,0,0,0,22
s79be1d8d7c0c3b1696e849649c3f931a,89,75,152.57,238.0,0.75,9,2,7,0,22,4,18,0,0,0,16
s78dec2c946f433d1a7c01737cb78a6af,210,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s01001964cbc93efc8e412b49b4d20fe5,1397,1369,0.0,221.75,0.8,4,4,0,0,23,22,1,0,0,0,19
s89feb47c188037aeabe132c8a8b9e75c,63,62,102.0,134.5,0.84,21,16,5,0,26,20,6,0,0,0,20
saaa05d92bc8c3795befe0036f34fad1c,1548,386,0.0,131.5,0.8,4,4,0,0,23,23,0,0,0,0,20
s6323a5cad22e3fba9dcbd0426c7f3827,1489,1488,0.0,64.67,0.75,3,3,0,0,49,45,4,0,0,0,44
s9008995a94fe3fb4a971bf006c8449b1,1592,30,0.0,152.0,0.286,2,2,0,0,2,2,0,0,0,0,2
s4b91a5574c8f3e0f99d6006a73857afb,462,363,303.33,102.56,0.844,27,18,9,0,122,73,49,0,0,0,74
s982dd007d28c33d68b13c8fda8140844,288,288,395.67,104.16,0.875,28,25,3,0,116,103,13,0,0,0,54
s7fa73c43153e354394ed84f18770758e,971,766,510.33,75.13,0.847,11,8,3,0,127,82,45,0,0,0,100
s4d884ef04c0b3c0f9b465970ee0a37ad,1145,11,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
s497041de50b13876a44b5f7b59d710c3,350,347,150.0,123.27,0.822,60,59,1,0,671,612,59,0,0,0,311
s508f4351b9aa3fdc8063ac8cfec1efa8,440,433,66.0,113.25,0.858,6,4,2,0,88,63,25,0,0,0,82
s03c12d27b52e3c298c5df3adf2911109,1480,1476,0.0,0.0,0.0,0,0,0,0,24,22,2,0,0,0,24
s96d5c15478a5395eb211e85266d8b98e,436,4,18.0,106.0,0.5,2,1,1,0,2,1,1,0,0,0,2
s99c6ab3385533c62b0e1dfa098a6d4f4,462,333,0.0,111.8,0.527,10,10,0,0,90,90,0,0,0,0,32
s6c1c9d6a10003fea972b91f2817accd4,1483,747,60.57,90.05,0.815,44,37,7,0,196,167,29,0,0,0,149
s97e59234f6193297802aca92d5e67afe,490,435,124.67,138.08,0.864,19,13,6,0,44,18,26,0,0,0,38
sc802d1f17aa038d2aa58c433ee9800ca,1578,1513,0.0,0.0,0.0,0,0,0,0,3,3,0,0,0,0,3
s9f1a29f253c3350897984bd6cb3cb231,169,166,9741.0,80.64,0.867,13,11,2,0,14,12,2,0,0,0,6
se6751cf87fda3b2dad482617a38f41ea,228,227,0.0,286.83,0.858,6,6,0,0,29,28,1,0,0,0,22
